app_id,pricing_plan_id,feature
388a20dd-9325-4ed3-89d4-faa926c0f1b5,d5e515cc-cb30-4cf4-9d33-1759e8bc68e7,4 July
388a20dd-9325-4ed3-89d4-faa926c0f1b5,d5e515cc-cb30-4cf4-9d33-1759e8bc68e7,Autumn
388a20dd-9325-4ed3-89d4-faa926c0f1b5,d5e515cc-cb30-4cf4-9d33-1759e8bc68e7,St. Patrick's Day
388a20dd-9325-4ed3-89d4-faa926c0f1b5,d5e515cc-cb30-4cf4-9d33-1759e8bc68e7,11.11
388a20dd-9325-4ed3-89d4-faa926c0f1b5,d5e515cc-cb30-4cf4-9d33-1759e8bc68e7,Black Friday
8a5c5bfb-85d6-4314-97f4-db31780b1d78,b567a915-abe7-450d-87a1-a219708aa016,500 views/month
8a5c5bfb-85d6-4314-97f4-db31780b1d78,b567a915-abe7-450d-87a1-a219708aa016,Upsell & Cross-sell
8a5c5bfb-85d6-4314-97f4-db31780b1d78,b567a915-abe7-450d-87a1-a219708aa016,Discounted upsell
8a5c5bfb-85d6-4314-97f4-db31780b1d78,b567a915-abe7-450d-87a1-a219708aa016,Unlimited offers
8a5c5bfb-85d6-4314-97f4-db31780b1d78,b567a915-abe7-450d-87a1-a219708aa016,Full design settings
5d738aa2-94c4-46be-87b0-3c89420c03d0,b567a915-abe7-450d-87a1-a219708aa016,1000 views/month
5d738aa2-94c4-46be-87b0-3c89420c03d0,b567a915-abe7-450d-87a1-a219708aa016,Upsell & Cross-sell
